name,email,phone,location,skills,experience_years,education,category,resume_text
Jennifer Brown,emily.davis@outlook.com,+1-555-1643,"Austin, TX","Python, Java, JavaScript, C++, Go, Spring, HTML, CSS, jQuery, AWS, MySQL, Windows, DevOps",7,Ba,DevOps Engineer,"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery,mysql,Spring ,Hibernate. â¢ Software Tools: Xillinx, Modelsim, Matlab, Multisim. â¢ Operating Systems: Windows XP, Vista, 07, 08, Ubuntu. Project Profile: B.E. Project FPGA Implementation of Team S..."
Christopher Moore,david.kim@company.com,+1-555-1644,"Boston, MA","Java, Go, Jenkins, Git, Linux, DevOps, CI/CD, REST",10,"Masters Of Science Information Technology Hyderabad, Telangana Jntu
Devops Engineer 

Devops Engineer - Nendrasys Technologies Pvt Ltd
Skill Details 
Deployment- Exprience - 27 Months
Git- Exprience - 27 Months
Documentation- Exprience - 26 Months
Change Management- Exprience - 10 Months
Configuration Management- Exprience - 10 Monthscompany Details 
Company - Nendrasys Technologies Pvt Ltd
Description - Date

Project Description:
The Scope Of The Project Is To Design & Develop E-Commerce Product Features For Sloan Project",DevOps Engineer,CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Requirement Gathering ~Continuous Integration and Continuous Deployment ~ Software Development Life Cycle ~ Software Testing Life Cycle ~ Documentation & Reporting ~ Test Reports IT SKILLS â¢ Primary Sk...
Alex Johnson,alex.johnson@gmail.com,+1-555-1645,"Los Angeles, CA","Python, Go, HTML, AWS, Azure, MySQL, Linux, Windows, DevOps",7,"Bachelor Of Engineering Electronics And Telecommunications Pune, Maharashtra Pune University
Cloud Operations Architect (Devops) 

Cloud Operations Architect (Devops) - Devops
Skill Details 
Cloud Computing- Exprience - 48 Months
Shell Scripting- Exprience - 96 Months
Python- Exprience - 6 Months
Automation- Exprience - 72 Months
Solution Architect- Exprience - Less Than 1 Year Months
Azure- Exprience - Less Than 1 Year Months
Aws- Exprience - Less Than 1 Year Monthscompany Details 
Company - Devops
Description - Type: Devops Engineer",DevOps Engineer,"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details 
January 2013 Post Graduate Diploma Information Technology Pune, Maharashtra Symbiosis Institute
January 2007 Bachelor of Engineering Electronics and Telecommunications Pune, Maharashtra Pune University
Cloud Opera..."
Sarah Chen,sarah.chen@yahoo.com,+1-555-1646,"Chicago, IL","Python, Java, JavaScript, C++, Go, Spring, HTML, CSS, jQuery, AWS, MySQL, Windows, DevOps",5,Ba,DevOps Engineer,"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery,mysql,Spring ,Hibernate. â¢ Software Tools: Xillinx, Modelsim, Matlab, Multisim. â¢ Operating Systems: Windows XP, Vista, 07, 08, Ubuntu. Project Profile: B.E. Project FPGA Implementation of Team S..."
Michael Rodriguez,michael.r@hotmail.com,+1-555-1647,"Denver, CO","Java, Go, Jenkins, Git, Linux, DevOps, CI/CD, REST",8,"Masters Of Science Information Technology Hyderabad, Telangana Jntu
Devops Engineer 

Devops Engineer - Nendrasys Technologies Pvt Ltd
Skill Details 
Deployment- Exprience - 27 Months
Git- Exprience - 27 Months
Documentation- Exprience - 26 Months
Change Management- Exprience - 10 Months
Configuration Management- Exprience - 10 Monthscompany Details 
Company - Nendrasys Technologies Pvt Ltd
Description - Date

Project Description:
The Scope Of The Project Is To Design & Develop E-Commerce Product Features For Sloan Project",DevOps Engineer,CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Requirement Gathering ~Continuous Integration and Continuous Deployment ~ Software Development Life Cycle ~ Software Testing Life Cycle ~ Documentation & Reporting ~ Test Reports IT SKILLS â¢ Primary Sk...
Emily Davis,emily.davis@outlook.com,+1-555-1648,"Atlanta, GA","Python, Go, HTML, AWS, Azure, MySQL, Linux, Windows, DevOps",9,"Bachelor Of Engineering Electronics And Telecommunications Pune, Maharashtra Pune University
Cloud Operations Architect (Devops) 

Cloud Operations Architect (Devops) - Devops
Skill Details 
Cloud Computing- Exprience - 48 Months
Shell Scripting- Exprience - 96 Months
Python- Exprience - 6 Months
Automation- Exprience - 72 Months
Solution Architect- Exprience - Less Than 1 Year Months
Azure- Exprience - Less Than 1 Year Months
Aws- Exprience - Less Than 1 Year Monthscompany Details 
Company - Devops
Description - Type: Devops Engineer",DevOps Engineer,"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details 
January 2013 Post Graduate Diploma Information Technology Pune, Maharashtra Symbiosis Institute
January 2007 Bachelor of Engineering Electronics and Telecommunications Pune, Maharashtra Pune University
Cloud Opera..."
David Kim,david.kim@company.com,+1-555-1649,"Portland, OR","Python, Java, JavaScript, C++, Go, Spring, HTML, CSS, jQuery, AWS, MySQL, Windows, DevOps",5,Ba,DevOps Engineer,"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery,mysql,Spring ,Hibernate. â¢ Software Tools: Xillinx, Modelsim, Matlab, Multisim. â¢ Operating Systems: Windows XP, Vista, 07, 08, Ubuntu. Project Profile: B.E. Project FPGA Implementation of Team S..."
Jessica Martinez,alex.johnson@gmail.com,+1-555-1650,"San Francisco, CA","Java, Go, Jenkins, Git, Linux, DevOps, CI/CD, REST",10,"Masters Of Science Information Technology Hyderabad, Telangana Jntu
Devops Engineer 

Devops Engineer - Nendrasys Technologies Pvt Ltd
Skill Details 
Deployment- Exprience - 27 Months
Git- Exprience - 27 Months
Documentation- Exprience - 26 Months
Change Management- Exprience - 10 Months
Configuration Management- Exprience - 10 Monthscompany Details 
Company - Nendrasys Technologies Pvt Ltd
Description - Date

Project Description:
The Scope Of The Project Is To Design & Develop E-Commerce Product Features For Sloan Project",DevOps Engineer,CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Requirement Gathering ~Continuous Integration and Continuous Deployment ~ Software Development Life Cycle ~ Software Testing Life Cycle ~ Documentation & Reporting ~ Test Reports IT SKILLS â¢ Primary Sk...
Ryan Patel,sarah.chen@yahoo.com,+1-555-1651,"New York, NY","Python, Go, HTML, AWS, Azure, MySQL, Linux, Windows, DevOps",8,"Bachelor Of Engineering Electronics And Telecommunications Pune, Maharashtra Pune University
Cloud Operations Architect (Devops) 

Cloud Operations Architect (Devops) - Devops
Skill Details 
Cloud Computing- Exprience - 48 Months
Shell Scripting- Exprience - 96 Months
Python- Exprience - 6 Months
Automation- Exprience - 72 Months
Solution Architect- Exprience - Less Than 1 Year Months
Azure- Exprience - Less Than 1 Year Months
Aws- Exprience - Less Than 1 Year Monthscompany Details 
Company - Devops
Description - Type: Devops Engineer",DevOps Engineer,"Skills VISA B1-VISA (USA) Onsite Visits to Sweden & US (Seattle) Education Details 
January 2013 Post Graduate Diploma Information Technology Pune, Maharashtra Symbiosis Institute
January 2007 Bachelor of Engineering Electronics and Telecommunications Pune, Maharashtra Pune University
Cloud Opera..."
Amanda Wilson,michael.r@hotmail.com,+1-555-1652,"Seattle, WA","Python, Java, JavaScript, C++, Go, Spring, HTML, CSS, jQuery, AWS, MySQL, Windows, DevOps",4,Ba,DevOps Engineer,"Software Proficiency: â¢ Languages: Basics of C, SQL, PL/SQL,JAVA,JAVAEE,Javascript,HTML,CSS,jquery,mysql,Spring ,Hibernate. â¢ Software Tools: Xillinx, Modelsim, Matlab, Multisim. â¢ Operating Systems: Windows XP, Vista, 07, 08, Ubuntu. Project Profile: B.E. Project FPGA Implementation of Team S..."
Kevin Lee,emily.davis@outlook.com,+1-555-1653,"Austin, TX","Java, Go, Jenkins, Git, Linux, DevOps, CI/CD, REST",9,"Masters Of Science Information Technology Hyderabad, Telangana Jntu
Devops Engineer 

Devops Engineer - Nendrasys Technologies Pvt Ltd
Skill Details 
Deployment- Exprience - 27 Months
Git- Exprience - 27 Months
Documentation- Exprience - 26 Months
Change Management- Exprience - 10 Months
Configuration Management- Exprience - 10 Monthscompany Details 
Company - Nendrasys Technologies Pvt Ltd
Description - Date

Project Description:
The Scope Of The Project Is To Design & Develop E-Commerce Product Features For Sloan Project",DevOps Engineer,CORE COMPETENCIES ~ Ant ~ Maven ~ GIT ~ Bitbucket ~ Jenkins ~ Linux ~ Ansible ~ Shell Scripting ~Requirement Gathering ~Continuous Integration and Continuous Deployment ~ Software Development Life Cycle ~ Software Testing Life Cycle ~ Documentation & Reporting ~ Test Reports IT SKILLS â¢ Primary Sk...
Lisa Thompson,david.kim@company.com,+1-555-1654,"Boston, MA",Go,9,"Bachelor Of Engineering (Be) Electronics Pune, Maharashtra A",Network Security Engineer,"Skill Set â¢ Experience in Implementing, and troubleshooting network security solutions â¢ Planning and Implementation knowledge of multi vendor firewalls (Cisco ASA, Checkpoint (Upto R.80) Juniper/Netscreen, Fortinet, FWSM) â¢ Familiarity with the latest hardware and network security technologie..."
James Anderson,alex.johnson@gmail.com,+1-555-1655,"Los Angeles, CA",Go,7,Mba,Network Security Engineer,"Skill Set â¢â¢Cisco Certified Network Associates (CCNA): - â¢ Basic knowledge of networking such as Ethernet mediums, ethernet communication, types of Ethernet communication devices etc. â¢ IPv4 (Subnetting, Supernetting) â¢ Basic configuration of Routing, Switching, Access lists, Network Addre..."
Maria Garcia,sarah.chen@yahoo.com,+1-555-1656,"Chicago, IL",Go,7,"Bachelor Of Science Information Technology Mumbai, Maharashtra Akbar Peerbhoy College Of Comm & Eco",Network Security Engineer,"Communication Skills My writing skills in English is very good and I am certainly a clear speaker. Being comfortable speaking in front of an audience, I can easily facilitate meetings and brainstorming sessions Interpersonal Skills As a friendly, polite person, with positive attitude I work well wit..."
Robert Taylor,michael.r@hotmail.com,+1-555-1657,"Denver, CO","Python, Rust",8,"Bachelor Of Engineering Information Technology Mumbai, Maharashtra Mumbai University
Senior Network Security Analyst 

Senior Network Security Analyst - Accenture
Skill Details 
Firewalls- Exprience - 97 Months
Cisco- Exprience - 89 Months
Security- Exprience - 72 Months
Firewall- Exprience - 45 Months
Checkpoint- Exprience - 44 Monthscompany Details 
Company - Accenture
Description - Install, Configure, Upgrades And Troubleshoot Cisco Asa Firewalls ( 5500-X)  Which Includes Single And Multi-Context Firewalls
Â¢ F5 Ltm  Configuration (Vip, Pools), Ssl Offloading, Certificate Renewals, Code Upgrade And Troubleshoot Issues
Â¢ Pulse Secure (Juniper)  Management Includes Creating Roles/ Realm, Polices   For Remote Access, Reverse Proxy And Code Upgrade
Â¢ Pac File Configuration
Â¢ Preparing Design Documents (Hld, Lld), Ip Schema And Configuration Of All Network Devices As Per Customer Requirements In Data Center Environment
Â¢ Incident Management, Change Management, Problem Management ( Itil Process)
Â¢ Key Projects- Worked On Resiliency Project Like Firewall Policy Lockdown",Network Security Engineer,"Technical Expertise: â¢ Cisco ASA, Checkpoint firewall (GAIA, Splat), Palo Alto firewalls â¢ Firewall management tools: Cisco security management (CSM), Checkpoint Smart center, Palo Alto Panorama â¢ F5 load balancer (LTM) â¢ Networking Hands on Cisco Router and Cisco Switches, â¢ Security Mana..."
Jennifer Brown,emily.davis@outlook.com,+1-555-1658,"Atlanta, GA","Go, Linux, Windows, REST",7,Mba,Network Security Engineer,"Operating Systems: Windows, Linux, Ubuntu Network Technologies : Cisco Routing and Switching, InterVLAN Routing, Dynamic Protocols i.e. RIPv2, RIPng, OSPF, EIGRP. Static Routing, ACL, VTP, VLAN, EhterChannel, HSRP, STP, IPv6, Lan Troubleshooting, Structured Network Cabling, Cisco Firewall and Fortin..."
Christopher Moore,david.kim@company.com,+1-555-1659,"Portland, OR",Go,9,"Bachelor Of Engineering (Be) Electronics Pune, Maharashtra A",Network Security Engineer,"Skill Set â¢ Experience in Implementing, and troubleshooting network security solutions â¢ Planning and Implementation knowledge of multi vendor firewalls (Cisco ASA, Checkpoint (Upto R.80) Juniper/Netscreen, Fortinet, FWSM) â¢ Familiarity with the latest hardware and network security technologie..."
Alex Johnson,alex.johnson@gmail.com,+1-555-1660,"San Francisco, CA",Go,7,Mba,Network Security Engineer,"Skill Set â¢â¢Cisco Certified Network Associates (CCNA): - â¢ Basic knowledge of networking such as Ethernet mediums, ethernet communication, types of Ethernet communication devices etc. â¢ IPv4 (Subnetting, Supernetting) â¢ Basic configuration of Routing, Switching, Access lists, Network Addre..."
Sarah Chen,sarah.chen@yahoo.com,+1-555-1661,"New York, NY",Go,5,"Bachelor Of Science Information Technology Mumbai, Maharashtra Akbar Peerbhoy College Of Comm & Eco",Network Security Engineer,"Communication Skills My writing skills in English is very good and I am certainly a clear speaker. Being comfortable speaking in front of an audience, I can easily facilitate meetings and brainstorming sessions Interpersonal Skills As a friendly, polite person, with positive attitude I work well wit..."
Michael Rodriguez,michael.r@hotmail.com,+1-555-1662,"Seattle, WA","Python, Rust",10,"Bachelor Of Engineering Information Technology Mumbai, Maharashtra Mumbai University
Senior Network Security Analyst 

Senior Network Security Analyst - Accenture
Skill Details 
Firewalls- Exprience - 97 Months
Cisco- Exprience - 89 Months
Security- Exprience - 72 Months
Firewall- Exprience - 45 Months
Checkpoint- Exprience - 44 Monthscompany Details 
Company - Accenture
Description - Install, Configure, Upgrades And Troubleshoot Cisco Asa Firewalls ( 5500-X)  Which Includes Single And Multi-Context Firewalls
Â¢ F5 Ltm  Configuration (Vip, Pools), Ssl Offloading, Certificate Renewals, Code Upgrade And Troubleshoot Issues
Â¢ Pulse Secure (Juniper)  Management Includes Creating Roles/ Realm, Polices   For Remote Access, Reverse Proxy And Code Upgrade
Â¢ Pac File Configuration
Â¢ Preparing Design Documents (Hld, Lld), Ip Schema And Configuration Of All Network Devices As Per Customer Requirements In Data Center Environment
Â¢ Incident Management, Change Management, Problem Management ( Itil Process)
Â¢ Key Projects- Worked On Resiliency Project Like Firewall Policy Lockdown",Network Security Engineer,"Technical Expertise: â¢ Cisco ASA, Checkpoint firewall (GAIA, Splat), Palo Alto firewalls â¢ Firewall management tools: Cisco security management (CSM), Checkpoint Smart center, Palo Alto Panorama â¢ F5 load balancer (LTM) â¢ Networking Hands on Cisco Router and Cisco Switches, â¢ Security Mana..."
Emily Davis,emily.davis@outlook.com,+1-555-1663,"Austin, TX","Go, Linux, Windows, REST",8,Mba,Network Security Engineer,"Operating Systems: Windows, Linux, Ubuntu Network Technologies : Cisco Routing and Switching, InterVLAN Routing, Dynamic Protocols i.e. RIPv2, RIPng, OSPF, EIGRP. Static Routing, ACL, VTP, VLAN, EhterChannel, HSRP, STP, IPv6, Lan Troubleshooting, Structured Network Cabling, Cisco Firewall and Fortin..."
David Kim,david.kim@company.com,+1-555-1664,"Boston, MA",Go,6,"Bachelor Of Engineering (Be) Electronics Pune, Maharashtra A",Network Security Engineer,"Skill Set â¢ Experience in Implementing, and troubleshooting network security solutions â¢ Planning and Implementation knowledge of multi vendor firewalls (Cisco ASA, Checkpoint (Upto R.80) Juniper/Netscreen, Fortinet, FWSM) â¢ Familiarity with the latest hardware and network security technologie..."
Jessica Martinez,alex.johnson@gmail.com,+1-555-1665,"Los Angeles, CA",Go,7,Mba,Network Security Engineer,"Skill Set â¢â¢Cisco Certified Network Associates (CCNA): - â¢ Basic knowledge of networking such as Ethernet mediums, ethernet communication, types of Ethernet communication devices etc. â¢ IPv4 (Subnetting, Supernetting) â¢ Basic configuration of Routing, Switching, Access lists, Network Addre..."
Ryan Patel,sarah.chen@yahoo.com,+1-555-1666,"Chicago, IL",Go,9,"Bachelor Of Science Information Technology Mumbai, Maharashtra Akbar Peerbhoy College Of Comm & Eco",Network Security Engineer,"Communication Skills My writing skills in English is very good and I am certainly a clear speaker. Being comfortable speaking in front of an audience, I can easily facilitate meetings and brainstorming sessions Interpersonal Skills As a friendly, polite person, with positive attitude I work well wit..."
